OrderID,OrderDate,OrderYear,OrderMonth,MonthNumber,OrderDayOfWeek,OrderQuarter,Quantity,TotalAmount,CustomerID,CustomerName,Gender,City,Country,EmailDomain,ProductID,ProductName,UnitPrice,Rating,Category
11634,2024-11-14,2024,November,11,Thursday,Q4,3,111.96,1791,Jeffrey Salazar,Male,Lake Justinshire,Myanmar,hotmail.com,22,How Music Works,37.32,2,Music
11635,2026-05-26,2026,May,5,Tuesday,Q2,2,47.76,345,Christina Bates,Female,North Gregoryport,Turks and Caicos Islands,yahoo.com,17,Olio,23.88,1,Poetry
11636,2025-05-05,2025,May,5,Monday,Q2,2,103.54,235,William Parks,Male,Kristenport,El Salvador,gmail.com,1,A Light in the Attic,51.77,3,Poetry
11637,2024-12-10,2024,December,12,Tuesday,Q4,1,14.27,172,Kathryn Lester,Female,Luisland,Benin,hotmail.com,48,Untitled Collection: Sabbath Poems 2014,14.27,4,Poetry
11638,2025-08-15,2025,August,8,Friday,Q3,5,119.4,1160,Martin Parsons,Male,Ruizborough,Montserrat,hotmail.com,17,Olio,23.88,1,Poetry
11639,2025-10-25,2025,October,10,Saturday,Q4,1,31.77,900,Robin Reyes,Female,Port Grant,Gibraltar,hotmail.com,46,When We Collided,31.77,1,Contemporary
11640,2026-08-19,2026,August,8,Wednesday,Q3,5,71.35,1655,Christina Wolf,Female,Hamiltonborough,Eritrea,hotmail.com,48,Untitled Collection: Sabbath Poems 2014,14.27,4,Poetry
11641,2024-06-18,2024,June,6,Tuesday,Q2,3,142.83,180,Linda Campbell,Female,North Linda,Spain,hotmail.com,43,Private Paris (Private #10),47.61,5,Fiction
11642,2025-06-03,2025,June,6,Tuesday,Q2,3,53.79,562,Andrew Bailey,Male,Thorntonstad,Ukraine,hotmail.com,8,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,3,Default
11643,2024-05-16,2024,May,5,Thursday,Q2,3,150.81,1269,Veronica Sanders,Female,Maxwellfurt,Costa Rica,gmail.com,47,"We Love You, Charlie Freeman",50.27,5,Fiction
11644,2024-03-19,2024,March,3,Tuesday,Q1,3,156.66,21,Victor Baker,Male,New Saraside,Poland,gmail.com,39,Behind Closed Doors,52.22,4,Thriller
11645,2024-06-05,2024,June,6,Wednesday,Q2,5,113.0,1965,Ryan Bradford,Male,Vanessaside,Palau,hotmail.com,9,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default
11646,2025-12-24,2025,December,12,Wednesday,Q4,1,12.84,1959,Jonathan Adams,Male,Rodriguezshire,Palau,gmail.com,21,In Her Wake,12.84,1,Thriller
11647,2025-10-12,2025,October,10,Sunday,Q4,3,99.87,1689,Rodney Crawford,Male,Guerratown,Mali,gmail.com,36,Penny Maybe,33.29,3,Default
11648,2023-09-30,2023,September,9,Saturday,Q3,2,80.6,783,Christopher Parsons,Male,Stephanieport,French Polynesia,hotmail.com,29,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,5,Nonfiction
11649,2023-11-01,2023,November,11,Wednesday,Q4,1,30.52,123,Jamie Bowers,Female,Coleside,Malaysia,gmail.com,23,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,Food and Drink
11650,2024-05-15,2024,May,5,Wednesday,Q2,1,52.29,1836,Michael Miranda,Male,North Tammiestad,Albania,yahoo.com,14,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,Sequential Art
11651,2025-06-28,2025,June,6,Saturday,Q2,5,115.55,1582,John Kelley,Male,New Willie,New Caledonia,hotmail.com,44,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,Nonfiction
11652,2025-03-06,2025,March,3,Thursday,Q1,3,110.67,1645,Mark Sampson,Male,Lake Sharonfort,Saint Lucia,yahoo.com,34,The Bear and the Piano,36.89,1,Childrens
11653,2025-01-17,2025,January,1,Friday,Q1,5,261.1,478,Jessica Jensen,Female,Schneiderport,Bouvet Island (Bouvetoya),gmail.com,39,Behind Closed Doors,52.22,4,Thriller
11654,2025-04-29,2025,April,4,Tuesday,Q2,5,90.1,1205,Lauren Jordan,Female,West Gloriaton,Sierra Leone,yahoo.com,37,Maude (1883-1993):She Grew Up with the country,18.02,2,Default
11655,2025-04-10,2025,April,4,Thursday,Q2,4,209.16,198,Daniel Summers,Male,New Savannahshire,Liberia,gmail.com,14,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,Sequential Art
11656,2024-07-21,2024,July,7,Sunday,Q3,2,106.26,216,Carol Palmer,Female,West Miketon,Paraguay,yahoo.com,28,Aladdin and His Wonderful Lamp,53.13,3,Default
11657,2024-10-22,2024,October,10,Tuesday,Q4,1,25.27,1929,Martin Ruiz,Male,East Georgemouth,Wallis and Futuna,yahoo.com,24,Chase Me (Paris Nights #2),25.27,5,Romance
11658,2024-11-15,2024,November,11,Friday,Q4,4,180.68,59,Katherine Browning,Female,Shawnchester,Bolivia,gmail.com,20,It's Only the Himalayas,45.17,2,Travel
11659,2026-08-06,2026,August,8,Thursday,Q3,4,207.08,106,Melanie Larson,Female,Wilsonborough,Saint Barthelemy,gmail.com,1,A Light in the Attic,51.77,3,Poetry
11660,2025-12-10,2025,December,12,Wednesday,Q4,5,69.95,1957,Ryan West,Male,East Jacquelinefurt,Greenland,hotmail.com,11,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2,Default
11661,2024-11-24,2024,November,11,Sunday,Q4,3,52.38,285,Christine Bell,Female,South Rebeccaton,Botswana,yahoo.com,13,Set Me Free,17.46,5,Young Adult
11662,2025-06-18,2025,June,6,Wednesday,Q2,2,100.2,1653,Vanessa Sanders,Female,New Reneeton,Kyrgyz Republic,gmail.com,3,Soumission,50.1,1,Fiction
11663,2024-01-31,2024,January,1,Wednesday,Q1,5,98.15,162,Henry Combs,Male,Weaverburgh,Liechtenstein,gmail.com,38,"In a Dark, Dark Wood",19.63,1,Mystery
11664,2024-06-26,2024,June,6,Wednesday,Q2,3,99.87,1,Mark Johnson,Male,East William,Anguilla,yahoo.com,36,Penny Maybe,33.29,3,Default
11665,2026-06-01,2026,June,6,Monday,Q2,2,70.04,1591,Patricia Mcdaniel,Female,Christinafurt,Maldives,yahoo.com,15,Rip it Up and Start Again,35.02,5,Music
11666,2025-01-03,2025,January,1,Friday,Q1,1,50.27,1512,Christine Torres,Female,Warnerfort,South Africa,gmail.com,47,"We Love You, Charlie Freeman",50.27,5,Fiction
11667,2024-06-19,2024,June,6,Wednesday,Q2,4,55.96,422,Kenneth Anderson,Male,New Kristenberg,Cape Verde,hotmail.com,11,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2,Default
11668,2024-09-10,2024,September,9,Tuesday,Q3,3,105.06,345,Christina Bates,Female,North Gregoryport,Turks and Caicos Islands,yahoo.com,15,Rip it Up and Start Again,35.02,5,Music
11669,2024-10-23,2024,October,10,Wednesday,Q4,1,20.66,1492,Amanda Williams,Female,South Patrick,Slovakia (Slovak Republic),yahoo.com,12,Shakespeare's Sonnets,20.66,4,Poetry
11670,2025-07-24,2025,July,7,Thursday,Q3,3,153.99,82,Andrew Harris,Male,Michelleton,Tonga,gmail.com,19,Libertarianism for Beginners,51.33,2,Politics
11671,2026-01-15,2026,January,1,Thursday,Q1,1,50.27,1199,Brandi Rasmussen,Female,New Christopher,Moldova,yahoo.com,47,"We Love You, Charlie Freeman",50.27,5,Fiction
11672,2025-06-12,2025,June,6,Thursday,Q2,1,13.99,292,Walter Smith,Male,South Don,Moldova,hotmail.com,11,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2,Default
11673,2025-06-21,2025,June,6,Saturday,Q2,2,102.66,699,Lisa Cole,Female,West Dana,China,hotmail.com,19,Libertarianism for Beginners,51.33,2,Politics
11674,2024-02-03,2024,February,2,Saturday,Q1,1,44.18,85,Andrew Jones,Male,Edwardsview,Egypt,hotmail.com,30,Wall and Piece,44.18,4,Art
11675,2024-11-14,2024,November,11,Thursday,Q4,4,133.16,321,Jackson Williams,Male,Lake Timothyshire,Tunisia,yahoo.com,36,Penny Maybe,33.29,3,Default
11676,2024-12-03,2024,December,12,Tuesday,Q4,2,74.64,1993,Margaret Curry,Female,Jillland,Chile,yahoo.com,22,How Music Works,37.32,2,Music
11677,2026-04-10,2026,April,4,Friday,Q2,4,134.52,429,Mark Lowe,Male,New Dianemouth,Burundi,yahoo.com,40,You can't bury them all: Poems,33.63,2,Poetry
11678,2023-12-30,2023,December,12,Saturday,Q4,1,33.63,1862,Shannon Reynolds,Female,Port Andrew,Belgium,hotmail.com,40,You can't bury them all: Poems,33.63,2,Poetry
11679,2024-07-24,2024,July,7,Wednesday,Q3,3,171.93,858,Kayla Soto,Female,East Paula,Iran,hotmail.com,41,Slow States of Collapse: Poems,57.31,3,Poetry
11680,2023-10-20,2023,October,10,Friday,Q4,5,112.5,1069,Chelsea Castro,Female,West Cynthiaview,Korea,gmail.com,27,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,3,Default
11681,2026-07-18,2026,July,7,Saturday,Q3,1,23.88,1796,Monica Hernandez,Female,New Rodney,South Georgia and the South Sandwich Islands,hotmail.com,17,Olio,23.88,1,Poetry
11682,2025-09-16,2025,September,9,Tuesday,Q3,1,14.27,1199,Brandi Rasmussen,Female,New Christopher,Moldova,yahoo.com,48,Untitled Collection: Sabbath Poems 2014,14.27,4,Poetry
11683,2024-09-27,2024,September,9,Friday,Q3,4,200.4,1743,Richard Jensen,Male,West Nathanside,Congo,gmail.com,3,Soumission,50.1,1,Fiction
11684,2025-07-16,2025,July,7,Wednesday,Q3,5,64.2,1284,Sherri Smith,Female,North Michaelburgh,Burundi,hotmail.com,21,In Her Wake,12.84,1,Thriller
11685,2023-11-11,2023,November,11,Saturday,Q4,4,176.72,1144,Tyler Hill,Male,Olsonshire,Slovakia (Slovak Republic),hotmail.com,49,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,4,Nonfiction
11686,2026-06-07,2026,June,6,Sunday,Q2,4,127.08,1966,Jon Rasmussen,Male,Andersonview,Lithuania,hotmail.com,46,When We Collided,31.77,1,Contemporary
11687,2023-10-26,2023,October,10,Thursday,Q4,3,150.81,891,Beverly Heath,Female,Fryeshire,United States Virgin Islands,hotmail.com,47,"We Love You, Charlie Freeman",50.27,5,Fiction
11688,2024-09-28,2024,September,9,Saturday,Q3,2,46.22,1766,Tanya Johnson,Female,Port Jason,United States Minor Outlying Islands,hotmail.com,44,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,Nonfiction
11689,2026-03-22,2026,March,3,Sunday,Q1,5,261.1,1370,Angela Rodriguez,Female,Carsonburgh,Korea,hotmail.com,39,Behind Closed Doors,52.22,4,Thriller
11690,2025-03-05,2025,March,3,Wednesday,Q1,5,103.3,807,Alicia Young,Female,North Ashleyville,Dominican Republic,yahoo.com,12,Shakespeare's Sonnets,20.66,4,Poetry
11691,2025-04-09,2025,April,4,Wednesday,Q2,4,127.08,562,Andrew Bailey,Male,Thorntonstad,Ukraine,hotmail.com,46,When We Collided,31.77,1,Contemporary
11692,2026-05-20,2026,May,5,Wednesday,Q2,4,101.08,732,Shannon Wright,Female,North Brian,Cuba,hotmail.com,24,Chase Me (Paris Nights #2),25.27,5,Romance
11693,2024-09-17,2024,September,9,Tuesday,Q3,2,46.22,154,Steven Meyer,Male,West Jose,Germany,hotmail.com,44,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,Nonfiction
11694,2024-03-15,2024,March,3,Friday,Q1,4,216.92,317,Sarah Ellis,Female,Hoodview,American Samoa,gmail.com,5,Sapiens: A Brief History of Humankind,54.23,5,History
11695,2025-12-02,2025,December,12,Tuesday,Q4,4,218.56,149,Troy Mills,Male,Gibsonstad,Azerbaijan,hotmail.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
11696,2025-10-24,2025,October,10,Friday,Q4,1,35.02,1005,Karen Turner,Female,Joshuachester,Thailand,hotmail.com,15,Rip it Up and Start Again,35.02,5,Music
11697,2024-02-08,2024,February,2,Thursday,Q1,5,71.35,1060,Susan Hayes,Female,Hendrixville,Belize,gmail.com,48,Untitled Collection: Sabbath Poems 2014,14.27,4,Poetry
11698,2024-09-19,2024,September,9,Thursday,Q3,5,256.65,591,Jeffery Paul,Male,Mitchellside,Madagascar,yahoo.com,19,Libertarianism for Beginners,51.33,2,Politics
11699,2025-10-25,2025,October,10,Saturday,Q4,2,80.6,595,Kristen Singh,Female,South Molly,Brazil,hotmail.com,29,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,5,Nonfiction
11700,2023-10-31,2023,October,10,Tuesday,Q4,5,112.5,381,Patricia Carrillo,Female,East Crystalborough,United States Minor Outlying Islands,hotmail.com,27,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,3,Default
11701,2023-10-07,2023,October,10,Saturday,Q4,5,286.55,904,Antonio Johnson,Male,Davisland,Vietnam,hotmail.com,41,Slow States of Collapse: Poems,57.31,3,Poetry
11702,2023-12-04,2023,December,12,Monday,Q4,1,14.27,1476,Andrea Floyd,Female,East Jesse,Poland,gmail.com,48,Untitled Collection: Sabbath Poems 2014,14.27,4,Poetry
11703,2024-07-31,2024,July,7,Wednesday,Q3,2,104.44,937,Allison Wheeler,Female,West Tiffanyside,Timor-Leste,gmail.com,39,Behind Closed Doors,52.22,4,Thriller
11704,2024-11-02,2024,November,11,Saturday,Q4,3,156.45,333,Pamela Snyder,Female,New Brian,Ghana,gmail.com,10,The Black Maria,52.15,1,Poetry
11705,2025-07-30,2025,July,7,Wednesday,Q3,1,37.32,1684,Denise Elliott,Female,Raymondside,Cyprus,yahoo.com,22,How Music Works,37.32,2,Music
11706,2025-04-13,2025,April,4,Sunday,Q2,5,238.05,131,Jesse Jones,Male,Port Richard,Colombia,gmail.com,43,Private Paris (Private #10),47.61,5,Fiction
11707,2023-09-29,2023,September,9,Friday,Q3,1,47.61,1639,Kenneth Russell,Male,Jacobfort,Suriname,yahoo.com,43,Private Paris (Private #10),47.61,5,Fiction
11708,2023-10-08,2023,October,10,Sunday,Q4,4,57.08,889,Barbara Hill,Female,South Sarah,Jamaica,yahoo.com,48,Untitled Collection: Sabbath Poems 2014,14.27,4,Poetry
11709,2026-04-05,2026,April,4,Sunday,Q2,5,168.15,1015,Stanley Brown,Male,Wardside,Denmark,hotmail.com,40,You can't bury them all: Poems,33.63,2,Poetry
11710,2023-10-08,2023,October,10,Sunday,Q4,1,31.77,1108,Tamara Wells,Female,Port Vanessa,Guinea,gmail.com,46,When We Collided,31.77,1,Contemporary
11711,2025-01-01,2025,January,1,Wednesday,Q1,3,132.54,285,Christine Bell,Female,South Rebeccaton,Botswana,yahoo.com,30,Wall and Piece,44.18,4,Art
11712,2024-06-19,2024,June,6,Wednesday,Q2,3,105.06,1826,Carla Hancock,Female,Jessicachester,Somalia,yahoo.com,15,Rip it Up and Start Again,35.02,5,Music
11713,2023-12-24,2023,December,12,Sunday,Q4,3,143.46,1608,Mary Perez,Female,Markmouth,Marshall Islands,gmail.com,4,Sharp Objects,47.82,4,Mystery
11714,2025-11-06,2025,November,11,Thursday,Q4,5,158.85,885,Ashley Moore,Female,East Bobby,Niger,hotmail.com,46,When We Collided,31.77,1,Contemporary
11715,2023-11-16,2023,November,11,Thursday,Q4,3,53.79,449,Bryce Schmidt,Male,New Todd,Saint Vincent and the Grenadines,hotmail.com,8,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,3,Default
11716,2023-12-04,2023,December,12,Monday,Q4,2,47.76,1563,Linda Bennett,Female,Orrville,San Marino,gmail.com,17,Olio,23.88,1,Poetry
11717,2025-08-17,2025,August,8,Sunday,Q3,5,225.35,1354,Brittany Hamilton,Female,Stephanieview,Norfolk Island,hotmail.com,45,Without Borders (Wanderlove #1),45.07,2,New Adult
11718,2024-02-01,2024,February,2,Thursday,Q1,1,17.66,51,Natasha Wall,Female,West Markchester,China,yahoo.com,31,The Four Agreements: A Practical Guide to Personal Freedom,17.66,5,Spirituality
11719,2026-06-06,2026,June,6,Saturday,Q2,3,71.64,51,Natasha Wall,Female,West Markchester,China,yahoo.com,17,Olio,23.88,1,Poetry
11720,2024-07-17,2024,July,7,Wednesday,Q3,1,17.46,1343,Anthony Pearson,Male,Riddlebury,Norway,gmail.com,13,Set Me Free,17.46,5,Young Adult
11721,2024-09-06,2024,September,9,Friday,Q3,5,115.55,446,David Barrera,Male,Washingtonville,Algeria,yahoo.com,44,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,Nonfiction
11722,2026-07-24,2026,July,7,Friday,Q3,5,112.5,1125,Laurie Huffman,Female,North Kathleenmouth,Switzerland,gmail.com,27,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,3,Default
11723,2024-05-16,2024,May,5,Thursday,Q2,4,176.72,1304,Jose Mitchell,Male,South Maria,Sierra Leone,hotmail.com,49,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,4,Nonfiction
11724,2023-12-20,2023,December,12,Wednesday,Q4,5,268.7,1937,Gary Valencia,Male,East Lynn,Mauritania,yahoo.com,2,Tipping the Velvet,53.74,1,Historical Fiction
11725,2025-03-22,2025,March,3,Saturday,Q1,3,163.92,1365,Shirley Jackson,Female,New Jenniferberg,Dominican Republic,yahoo.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
11726,2025-04-04,2025,April,4,Friday,Q2,2,106.26,254,Taylor Orr,Female,Smithton,Finland,hotmail.com,28,Aladdin and His Wonderful Lamp,53.13,3,Default
11727,2025-05-29,2025,May,5,Thursday,Q2,1,52.29,551,Heather Ball,Female,Briannashire,Guernsey,yahoo.com,14,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,Sequential Art
11728,2025-07-30,2025,July,7,Wednesday,Q3,4,149.28,1805,Katherine Crawford,Female,Lake Margaret,Bouvet Island (Bouvetoya),gmail.com,22,How Music Works,37.32,2,Music
11729,2026-02-18,2026,February,2,Wednesday,Q1,4,92.44,309,Martha Ruiz,Female,North Tylerbury,Bahrain,hotmail.com,44,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,Nonfiction
11730,2025-10-19,2025,October,10,Sunday,Q4,2,31.88,786,Robin Ford,Female,Hutchinsonmouth,Cameroon,yahoo.com,35,Sophie's World,15.94,5,Philosophy
11731,2026-02-03,2026,February,2,Tuesday,Q1,1,22.6,187,Paul Martin,Male,South Nancyview,Sierra Leone,yahoo.com,9,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default
11732,2024-06-19,2024,June,6,Wednesday,Q2,4,51.36,1797,Robin Wells,Female,North Bernard,Pakistan,gmail.com,21,In Her Wake,12.84,1,Thriller
11733,2024-08-31,2024,August,8,Saturday,Q3,4,90.0,1437,Ralph Graham,Male,Monicamouth,San Marino,hotmail.com,27,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,3,Default
11734,2025-02-01,2025,February,2,Saturday,Q1,3,67.8,1331,Hunter Kline,Male,Mercerfurt,Timor-Leste,hotmail.com,9,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default
11735,2026-03-27,2026,March,3,Friday,Q1,4,105.64,1056,Jeremy Gray,Male,Greenmouth,Austria,gmail.com,42,Reasons to Stay Alive,26.41,2,Nonfiction
11736,2023-11-26,2023,November,11,Sunday,Q4,2,100.2,211,Eric Goodman,Male,Newmanland,French Guiana,hotmail.com,3,Soumission,50.1,1,Fiction
11737,2023-10-09,2023,October,10,Monday,Q4,1,14.27,363,Julie Savage,Female,North Jonfurt,Gabon,hotmail.com,48,Untitled Collection: Sabbath Poems 2014,14.27,4,Poetry
11738,2025-03-07,2025,March,3,Friday,Q1,2,100.54,1430,Eric Anderson,Male,Snyderside,Equatorial Guinea,gmail.com,47,"We Love You, Charlie Freeman",50.27,5,Fiction
11739,2024-02-07,2024,February,2,Wednesday,Q1,1,12.84,477,Chelsea Campbell,Female,South Benjamin,Congo,gmail.com,21,In Her Wake,12.84,1,Thriller
11740,2025-11-06,2025,November,11,Thursday,Q4,2,75.18,1104,Donald Campbell,Male,Jeremiahshire,Solomon Islands,gmail.com,18,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,Science Fiction
11741,2025-08-19,2025,August,8,Tuesday,Q3,1,22.5,1272,Alyssa Morales,Female,Jasonchester,Syrian Arab Republic,hotmail.com,27,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,3,Default
11742,2024-10-18,2024,October,10,Friday,Q4,2,95.22,1734,John Barnes,Male,Hughesmouth,American Samoa,hotmail.com,43,Private Paris (Private #10),47.61,5,Fiction
11743,2024-05-18,2024,May,5,Saturday,Q2,1,51.77,245,Yolanda Ford,Female,Wisemouth,Egypt,gmail.com,1,A Light in the Attic,51.77,3,Poetry
11744,2023-10-15,2023,October,10,Sunday,Q4,3,71.46,296,Mark Alvarado,Male,Berrymouth,Italy,hotmail.com,33,The Elephant Tree,23.82,5,Thriller
11745,2025-06-26,2025,June,6,Thursday,Q2,1,26.41,401,Michael Farmer,Male,Port Katrina,Qatar,hotmail.com,42,Reasons to Stay Alive,26.41,2,Nonfiction
11746,2024-03-04,2024,March,3,Monday,Q1,2,67.26,391,Elizabeth Tucker,Female,Carloston,Israel,gmail.com,40,You can't bury them all: Poems,33.63,2,Poetry
11747,2023-12-28,2023,December,12,Thursday,Q4,1,54.23,602,Michelle Larsen,Female,South Neil,Venezuela,hotmail.com,5,Sapiens: A Brief History of Humankind,54.23,5,History
11748,2026-02-11,2026,February,2,Wednesday,Q1,2,104.58,417,Mike Simpson,Male,Ronaldfurt,Montserrat,yahoo.com,14,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,Sequential Art
11749,2024-01-25,2024,January,1,Thursday,Q1,3,67.8,1025,Loretta Johnson,Female,Lake Melissa,Bahrain,hotmail.com,9,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default
11750,2025-10-25,2025,October,10,Saturday,Q4,3,142.83,396,Alyssa Brown,Female,South William,Madagascar,yahoo.com,43,Private Paris (Private #10),47.61,5,Fiction
11751,2024-08-08,2024,August,8,Thursday,Q3,3,105.06,753,Renee Stark,Female,Christopherfort,Guam,yahoo.com,15,Rip it Up and Start Again,35.02,5,Music
11752,2026-04-19,2026,April,4,Sunday,Q2,3,56.34,1398,Angela Richmond,Female,South Travisport,Eritrea,gmail.com,50,Unicorn Tracks,18.78,3,Fantasy
11753,2024-07-04,2024,July,7,Thursday,Q3,3,67.8,1287,Thomas Smith,Male,West Curtisport,United States of America,yahoo.com,9,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,Default
11754,2024-11-20,2024,November,11,Wednesday,Q4,3,156.87,574,Crystal Edwards,Female,Hallberg,Uzbekistan,gmail.com,14,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,Sequential Art
11755,2025-12-21,2025,December,12,Sunday,Q4,1,31.05,973,Edward Thomas,Male,Lake John,Georgia,gmail.com,32,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,3,Nonfiction
11756,2025-07-04,2025,July,7,Friday,Q3,3,156.87,529,Christopher Taylor,Male,Braymouth,Sierra Leone,yahoo.com,14,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,Sequential Art
11757,2026-01-07,2026,January,1,Wednesday,Q1,5,201.5,197,Henry Schultz,Male,East David,Timor-Leste,yahoo.com,29,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,5,Nonfiction
11758,2025-08-05,2025,August,8,Tuesday,Q3,4,138.12,239,Paul Clark,Male,Christineland,Palau,yahoo.com,25,Black Dust,34.53,5,Romance
11759,2026-07-23,2026,July,7,Thursday,Q3,1,54.64,1364,Patrick Pittman,Male,East Julieport,Northern Mariana Islands,gmail.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
11760,2023-12-16,2023,December,12,Saturday,Q4,1,33.63,1593,Lisa Grant,Female,Lake Sydneyhaven,Holy See (Vatican City State),gmail.com,40,You can't bury them all: Poems,33.63,2,Poetry
11761,2025-07-24,2025,July,7,Thursday,Q3,4,101.08,152,Benjamin Marshall,Male,Cuevasborough,Saint Martin,yahoo.com,24,Chase Me (Paris Nights #2),25.27,5,Romance
11762,2023-11-16,2023,November,11,Thursday,Q4,1,44.18,897,Angela Richards,Female,Tammyshire,Anguilla,hotmail.com,49,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,4,Nonfiction
11763,2024-08-24,2024,August,8,Saturday,Q3,1,19.63,59,Katherine Browning,Female,Shawnchester,Bolivia,gmail.com,38,"In a Dark, Dark Wood",19.63,1,Mystery
11764,2023-09-12,2023,September,9,Tuesday,Q3,3,150.3,1136,Elizabeth Sanchez,Female,Port Tammy,Ethiopia,gmail.com,3,Soumission,50.1,1,Fiction
11765,2024-09-28,2024,September,9,Saturday,Q3,2,88.36,196,April Davis,Female,Wilsonbury,Afghanistan,hotmail.com,30,Wall and Piece,44.18,4,Art
11766,2026-07-30,2026,July,7,Thursday,Q3,5,265.65,1302,Gina Cooper,Female,East Davidland,Peru,hotmail.com,28,Aladdin and His Wonderful Lamp,53.13,3,Default
11767,2026-07-30,2026,July,7,Thursday,Q3,3,38.52,1301,Randy Mitchell,Male,Pattersonchester,Rwanda,yahoo.com,21,In Her Wake,12.84,1,Thriller
11768,2026-06-02,2026,June,6,Tuesday,Q2,1,57.25,1047,Breanna Randolph,Female,Victorfort,United Arab Emirates,gmail.com,16,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,3,Music
11769,2024-02-19,2024,February,2,Monday,Q1,5,69.95,327,Jerry Cantrell,Male,Tarashire,Papua New Guinea,hotmail.com,11,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2,Default
11770,2025-07-18,2025,July,7,Friday,Q3,4,95.52,1891,Elizabeth Williams,Female,Taylorshire,Bangladesh,hotmail.com,17,Olio,23.88,1,Poetry
11771,2026-02-23,2026,February,2,Monday,Q1,5,168.15,1108,Tamara Wells,Female,Port Vanessa,Guinea,gmail.com,40,You can't bury them all: Poems,33.63,2,Poetry
11772,2026-02-20,2026,February,2,Friday,Q1,3,132.54,1180,Shelby Simon,Female,Andersonshire,New Zealand,hotmail.com,30,Wall and Piece,44.18,4,Art
11773,2025-11-21,2025,November,11,Friday,Q4,5,273.2,1151,Stephanie Roberts,Female,Trevinoborough,Somalia,hotmail.com,26,Birdsong: A Story in Pictures,54.64,3,Childrens
11774,2025-03-17,2025,March,3,Monday,Q1,3,47.82,1376,Andrew Baker,Male,North Amandamouth,Qatar,yahoo.com,35,Sophie's World,15.94,5,Philosophy
11775,2025-04-23,2025,April,4,Wednesday,Q2,3,95.31,1282,Monica Reynolds,Female,Richardtown,Eritrea,yahoo.com,46,When We Collided,31.77,1,Contemporary
11776,2025-01-29,2025,January,1,Wednesday,Q1,5,87.3,543,Walter Garcia,Male,Christophershire,Vanuatu,yahoo.com,13,Set Me Free,17.46,5,Young Adult
